Id,Building Class,Zoning Classification,Lot Frontage Length,Lot Area Square Feet,Road Type,Alley Access,Lot Shape,Land Contour,Utility Availability,Lot Configuration,Land Slope,Neighborhood Name,Primary Proximity Condition,Secondary Proximity Condition,Building Type,House Style,Overall Material Quality,Overall Condition Rating,Construction Year,Remodel Year,Roof Style,Roof Material,Primary Exterior Material,Secondary Exterior Material,Masonry Veneer Type,Masonry Veneer Area,Exterior Quality,Exterior Condition,Foundation Type,Basement Height Quality,Basement Condition,Basement Exposure Level,Basement Finish Type One,Basement Finished Area One,Basement Finish Type Two,Basement Finished Area Two,Basement Unfinished Area,Total Basement Area,Heating System,Heating Quality,Central Air Conditioning,Electrical System,First Floor Area,Second Floor Area,Low Quality Finished Area,Above Ground Living Area,Basement Full Bathrooms,Basement Half Bathrooms,Full Bathrooms,Half Bathrooms,Bedrooms Above Ground,Kitchens Above Ground,Kitchen Quality,Total Rooms Above Ground,Home Functionality,Number of Fireplaces,Fireplace Quality,Garage Type,Garage Construction Year,Garage Finish Level,Garage Capacity Cars,Garage Area Square Feet,Garage Quality,Garage Condition,Driveway Paving,Wood Deck Area,Open Porch Area,Enclosed Porch Area,Three Season Porch Area,Screen Porch Area,Pool Area,Pool Quality,Fence Type,Miscellaneous Feature,Miscellaneous Value,Month Sold,Year Sold,Sale Type,Sale Condition,House Sale Price
1344,50,Residential Low Density,57.0,7558,Paved Road,,Regular,Banked,All Public Utilities,Inside,Gentle Slope,Crawford,Normal,Normal,Single Family Detached,One and one-half story: 2nd level finished,6,6,1928,1950,Gable,Standard Composite Shingle,Brick Face,Stone,,0.0,Typical Average,Typical Average,Brick Tile,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,896,896,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1172,741,0,1913,0,0,1,1,3,1,Typical Average,9,Typical Functionality,1,Typical Average,Detached from home,1929.0,Unfinished,2,342,Fair,Fair,Yes,0,0,0,0,0,0,,,,0,3,2009,Warranty Deed - Conventional,Normal Sale,177000
1345,60,Residential Low Density,85.0,11103,Paved Road,,Slightly Irregular,Level,All Public Utilities,Corner,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,Two story,7,5,2006,2006,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,728,728,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,728,728,0,1456,0,0,2,1,3,1,Good,8,Typical Functionality,1,Typical Average,Attached to home,2006.0,Finished,2,440,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,7,2007,Home just constructed and sold,Partial Sale,155835
1346,30,Residential Medium Density,50.0,6000,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Old Town,Normal,Normal,Single Family Detached,One story,4,4,1920,1950,Hip,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Typical Average,Typical Average,No Exposure,Average Living Quarters,250,Unfinished,0,710,960,Gas forced warm air furnace,Good,Yes,Fuse Box over 60 AMP (Average),960,0,0,960,0,0,1,0,2,1,Fair,5,Typical Functionality,0,,Detached from home,1997.0,Unfinished,1,308,Typical Average,Typical Average,Yes,0,0,168,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,108500
1347,20,Residential Low Density,,20781,Paved Road,,Moderately Irregular,Level,All Public Utilities,CulDSac,Gentle Slope,NWAmes,Near positive off-site feature,Normal,Single Family Detached,One story,7,7,1968,2003,Hip,Standard Composite Shingle,Brick Face,Hardboard Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Below Average Living Quarters,297,Average Rec Room,68,1203,1568,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,2156,0,0,2156,0,0,2,0,3,1,Typical Average,9,Typical Functionality,1,Good,Attached to home,1968.0,Rough Finished,2,508,Good,Typical Average,Yes,0,80,0,290,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,262500
1348,20,Residential Low Density,93.0,15306,Paved Road,,Slightly Irregular,HillSide,All Public Utilities,Corner,Gentle Slope,Timberland,Normal,Normal,Single Family Detached,One story,8,5,2006,2007,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Stone,100.0,Good,Typical Average,Poured Concrete,Excellent,Typical Average,Good,Good Living Quarters,80,Unfinished,0,1652,1732,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1776,0,0,1776,1,0,2,0,3,1,Good,7,Typical Functionality,1,Good,Attached to home,2006.0,Finished,3,712,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,5,2007,Home just constructed and sold,Partial Sale,283463
1349,20,Residential Low Density,,16196,Paved Road,,Irregular,Depressed,All Public Utilities,Inside,Gentle Slope,Sawyer West,Normal,Normal,Single Family Detached,One story,7,5,1998,1998,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,Good,Good Living Quarters,1443,Unfinished,0,39,1482,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1494,0,0,1494,1,0,2,0,3,1,Good,5,Typical Functionality,1,Fair,Attached to home,1998.0,Rough Finished,2,514,Typical Average,Typical Average,Yes,402,25,0,0,0,0,,,,0,8,2007,Warranty Deed - Conventional,Normal Sale,215000
1350,70,Residential Medium Density,50.0,5250,Paved Road,Paved Road,Regular,Level,All Public Utilities,Inside,Gentle Slope,Old Town,Normal,Normal,Single Family Detached,Two story,8,5,1872,1987,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Good,Brick Tile,Typical Average,Fair,No Exposure,Low Quality,259,Unfinished,0,425,684,Other hot water or steam heat,Fair,No,Standard Circuit Breakers & Romex,938,1215,205,2358,0,0,2,0,4,1,Typical Average,8,Typical Functionality,0,,,,,0,0,,,Yes,0,54,20,0,0,0,,,,0,12,2008,Warranty Deed - Conventional,Normal Sale,122000
1351,90,Residential Low Density,91.0,11643,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Adjacent to arterial street,Normal,Duplex House,Two story,5,5,1969,1969,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,Brick Face,368.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Low Quality,500,Unfinished,0,748,1248,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1338,1296,0,2634,1,1,2,2,6,2,Typical Average,12,Typical Functionality,0,,Detached from home,1969.0,Unfinished,4,968,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,8,2009,Warranty Deed - Conventional,Normal Sale,200000
1352,60,Residential Low Density,70.0,9247,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,Two story,6,6,1962,1962,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,Brick Face,318.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Average Rec Room,319,Unfinished,0,539,858,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,858,858,0,1716,0,0,1,1,4,1,Typical Average,8,Typical Functionality,1,Good,Attached to home,1962.0,Finished,2,490,Typical Average,Typical Average,Yes,0,84,0,0,120,0,,,,0,3,2008,Warranty Deed - Conventional,Normal Sale,171000
1353,50,Residential Medium Density,50.0,6000,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Brookside,Normal,Normal,Single Family Detached,One and one-half story: 2nd level finished,6,9,1937,2000,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Good,Typical Average,Brick Tile,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,698,698,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,786,390,0,1176,0,0,1,0,2,1,Typical Average,4,Typical Functionality,0,,Detached from home,1999.0,Unfinished,2,624,Typical Average,Typical Average,No,210,0,0,0,0,0,,,,0,7,2009,Warranty Deed - Conventional,Normal Sale,134900
1354,50,Residential Low Density,56.0,14720,Paved Road,,Slightly Irregular,Level,All Public Utilities,CulDSac,Gentle Slope,Northridge,Normal,Normal,Single Family Detached,One and one-half story: 2nd level finished,8,5,1995,1996,Hip,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,579.0,Good,Typical Average,Poured Concrete,Good,Typical Average,Average Exposure,Good Living Quarters,816,Unfinished,0,1217,2033,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2053,1185,0,3238,1,0,2,1,4,1,Good,9,Typical Functionality,1,Excellent,Attached to home,1996.0,Finished,3,666,Typical Average,Typical Average,Yes,283,86,0,0,0,0,,,,0,3,2010,Warranty Deed - Conventional,Normal Sale,410000
1355,60,Residential Low Density,,10316,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,Two story,7,5,2000,2000,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,735,Unfinished,0,257,992,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,992,873,0,1865,1,0,2,1,3,1,Good,7,Typical Functionality,1,Typical Average,Attached to home,2000.0,Rough Finished,3,839,Typical Average,Typical Average,Yes,0,184,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,235000
1356,80,Residential Low Density,102.0,10192,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,NWAmes,Normal,Normal,Single Family Detached,Split Level,7,6,1968,1992,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,Brick Face,143.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,570,570,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1222,698,0,1920,0,0,3,0,4,1,Good,8,Typical Functionality,1,Typical Average,Attached to home,1968.0,Rough Finished,2,487,Typical Average,Typical Average,Yes,0,98,0,0,0,0,,Good Privacy,,0,9,2006,Warranty Deed - Conventional,Normal Sale,170000
1357,20,Residential Low Density,,9477,Paved Road,,Regular,Level,All Public Utilities,Corner,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,5,5,1966,1966,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,Brick Face,65.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Average Rec Room,340,Unfinished,0,524,864,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,892,0,0,892,0,0,1,0,3,1,Typical Average,5,Typical Functionality,0,,Attached to home,1966.0,Rough Finished,1,264,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,Good Wood,,0,10,2008,Warranty Deed - Conventional,Normal Sale,110000
1358,20,Residential Low Density,,12537,Paved Road,,Slightly Irregular,Level,All Public Utilities,CulDSac,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,5,6,1971,2008,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Good Living Quarters,734,Unfinished,0,344,1078,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1078,0,0,1078,1,0,1,1,3,1,Typical Average,6,Typical Functionality,1,Fair,Attached to home,1971.0,Finished,2,500,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,4,2010,Warranty Deed - Conventional,Normal Sale,149900
1359,160,Floating Village Residential,,2117,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Somerset,Normal,Normal,Townhouse Inside Unit,Two story,6,5,2000,2000,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,Brick Face,216.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,378,Unfinished,0,378,756,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,769,804,0,1573,0,0,2,1,3,1,Good,5,Typical Functionality,0,,Detached from home,2000.0,Unfinished,2,440,Typical Average,Typical Average,Yes,0,32,0,0,0,0,,,,0,6,2010,Warranty Deed - Conventional,Normal Sale,177500
1360,20,Residential Low Density,129.0,16737,Paved Road,,Regular,Level,All Public Utilities,FR3,Gentle Slope,Northridge Heights,Normal,Normal,Single Family Detached,One story,9,5,2004,2005,Hip,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,66.0,Good,Typical Average,Poured Concrete,Excellent,Typical Average,Average Exposure,Good Living Quarters,1447,Unfinished,0,533,1980,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1980,0,0,1980,1,0,2,0,3,1,Excellent,8,Typical Functionality,1,Good,Attached to home,2004.0,Finished,3,770,Typical Average,Typical Average,Yes,194,45,0,0,0,0,,,,0,9,2006,Warranty Deed - Conventional,Normal Sale,315000
1361,70,Residential Low Density,51.0,9842,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,South & West of Iowa State University,Adjacent to feeder street,Normal,Single Family Detached,Two story,5,6,1921,1998,Gable,Standard Composite Shingle,Metal Siding,Wood Siding,,0.0,Typical Average,Typical Average,Brick Tile,Typical Average,Fair,No Exposure,Unfinished,0,Unfinished,0,612,612,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,990,1611,0,2601,0,0,3,1,4,1,Typical Average,8,Typical Functionality,0,,Built-In (part of house),1998.0,Rough Finished,2,621,Typical Average,Typical Average,Yes,183,0,301,0,0,0,,,,0,5,2008,Warranty Deed - Conventional,Normal Sale,189000
1362,20,Residential Low Density,124.0,16158,Paved Road,,Slightly Irregular,Depressed,All Public Utilities,Inside,Moderate Slope,Stone Brook,Normal,Normal,Single Family Detached,One story,7,5,2005,2005,Hip,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Stone,16.0,Good,Typical Average,Poured Concrete,Excellent,Typical Average,Average Exposure,Average Living Quarters,1274,Unfinished,0,256,1530,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1530,0,0,1530,1,0,2,0,3,1,Good,7,Typical Functionality,1,Good,Attached to home,2005.0,Finished,2,430,Typical Average,Typical Average,Yes,168,36,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,260000
1363,50,Residential Low Density,,12513,Paved Road,,Slightly Irregular,Level,All Public Utilities,FR2,Gentle Slope,North Ames,Adjacent to feeder street,Normal,Single Family Detached,One and one-half story: 2nd level finished,4,4,1920,2007,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Good,Brick Tile,Typical Average,Fair,No Exposure,Unfinished,0,Unfinished,0,715,715,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1281,457,0,1738,0,0,2,0,4,1,Typical Average,7,Typical Functionality,1,Good,Attached to home,1920.0,Unfinished,1,368,Typical Average,Typical Average,Yes,55,0,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,104900
1364,60,Residential Low Density,73.0,8499,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Gilbert,Normal,Normal,Single Family Detached,Two story,6,5,2006,2007,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,616,616,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,616,796,0,1412,0,0,2,1,3,1,Good,6,Typical Functionality,1,Good,Built-In (part of house),2007.0,Finished,2,432,Typical Average,Typical Average,Yes,0,36,0,0,0,0,,,,0,3,2007,Home just constructed and sold,Partial Sale,156932
1365,160,Floating Village Residential,30.0,3180,Paved Road,Paved Road,Regular,Level,All Public Utilities,Inside,Gentle Slope,Somerset,Normal,Normal,Townhouse End Unit,Two story,7,5,2005,2005,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,600,600,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,520,600,80,1200,0,0,2,1,2,1,Good,4,Typical Functionality,0,,Detached from home,2005.0,Rough Finished,2,480,Typical Average,Typical Average,Yes,0,166,0,0,0,0,,,,0,4,2006,Warranty Deed - Conventional,Abnormal Sale,144152
1366,60,Floating Village Residential,,7500,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Somerset,Normal,Normal,Single Family Detached,Two story,7,5,2000,2000,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,533,Unfinished,0,281,814,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,814,860,0,1674,1,0,2,1,3,1,Good,7,Typical Functionality,0,,Attached to home,2000.0,Rough Finished,2,663,Typical Average,Typical Average,Yes,0,96,0,0,0,0,,,,0,1,2010,Warranty Deed - Conventional,Normal Sale,216000
1367,60,Residential Low Density,68.0,9179,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,Two story,7,5,1999,1999,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,158.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,633,Unfinished,0,240,873,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,882,908,0,1790,1,0,2,1,3,1,Good,7,Typical Functionality,0,,Attached to home,1999.0,Rough Finished,2,588,Typical Average,Typical Average,Yes,0,88,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Abnormal Sale,193000
1368,160,Residential Medium Density,41.0,2665,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Meadow Village,Normal,Normal,Townhouse End Unit,Two story,5,6,1977,1977,Gable,Standard Composite Shingle,CemntBd,CmentBd,,0.0,Typical Average,Typical Average,Poured Concrete,Typical Average,Typical Average,No Exposure,Average Living Quarters,548,Average Rec Room,173,36,757,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,925,550,0,1475,0,0,2,0,4,1,Typical Average,6,Typical Functionality,1,Typical Average,Attached to home,1977.0,Rough Finished,1,336,Typical Average,Typical Average,Yes,104,26,0,0,0,0,,,,0,7,2006,Warranty Deed - Conventional,Normal Sale,127000
1369,120,Residential Medium Density,,4435,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Townhouse End Unit,One story,6,5,2003,2004,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,170.0,Good,Typical Average,Poured Concrete,Good,Typical Average,Average Exposure,Good Living Quarters,685,Unfinished,0,163,848,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,848,0,0,848,1,0,1,0,1,1,Good,4,Typical Functionality,0,,Attached to home,2003.0,Finished,2,420,Typical Average,Typical Average,Yes,140,0,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,144000
1370,20,Residential Low Density,48.0,10635,Paved Road,,Moderately Irregular,Level,All Public Utilities,FR2,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,8,5,2003,2003,Hip,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,171.0,Good,Typical Average,Poured Concrete,Good,Typical Average,Average Exposure,Below Average Living Quarters,370,Good Living Quarters,972,315,1657,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1668,0,0,1668,1,0,2,0,3,1,Good,8,Typical Functionality,1,Typical Average,Attached to home,2003.0,Finished,2,502,Typical Average,Typical Average,Yes,0,262,0,0,0,0,,,,0,5,2010,Warranty Deed - Conventional,Normal Sale,232000
1371,50,Residential Low Density,90.0,5400,Paved Road,,Regular,Level,All Public Utilities,Corner,Gentle Slope,Old Town,Adjacent to arterial street,Normal,Single Family Detached,One and one-half story: 2nd level finished,4,6,1920,1950,Gable,Standard Composite Shingle,Cinder Block,Cinder Block,,0.0,Fair,Typical Average,Poured Concrete,Typical Average,Typical Average,No Exposure,Average Living Quarters,315,Average Rec Room,105,420,840,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,840,534,0,1374,0,0,1,0,2,1,Typical Average,6,Typical Functionality,0,,Detached from home,1967.0,Finished,1,338,Typical Average,Typical Average,Yes,0,0,198,0,0,0,,,,0,10,2009,Warranty Deed - Conventional,Normal Sale,105000
1372,80,Residential Low Density,80.0,9600,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,Split Level,6,6,1955,1996,Hip,Standard Composite Shingle,AsbShng,AsbShng,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,Average Exposure,Below Average Living Quarters,831,Unfinished,0,161,992,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1661,0,0,1661,1,0,1,0,3,1,Good,8,Typical Functionality,1,Typical Average,Built-In (part of house),1955.0,Rough Finished,1,377,Typical Average,Typical Average,Yes,0,28,0,0,178,0,,Minimum Privacy,,0,10,2008,Warranty Deed - Conventional,Normal Sale,165500
